Id,Category
2ed02565-b21a-4b4c-8914-9622c0033786,Water
b769fe8e-e115-4950-8792-3a469f49efdd,Normal
d2e03438-5fc6-4d7e-8b45-897b1aba2e4e,Normal
04e52b48-797f-41cf-9f8d-852b4a10d2f3,Poison
c8c17395-ed66-4516-a86b-c943cd55f7ea,Water
a08a2a7c-d652-4501-bb3b-2bf68bf681c4,Grass
87fc2358-1d61-449c-bc3c-170ad0a3af80,Grass
a76aee61-84ab-42aa-babd-5b2c6f7d5378,Normal
dfb1a6a6-fdfd-4068-bc96-013caa72b2fd,Bug
ed2eecb9-5551-448e-8396-a51b24635c73,Water
cc6a5cce-e868-4413-bd6e-50577a596756,Grass
1f79db39-4569-4bd9-9fcd-eeb06d5d6040,Normal
ff62fa87-855b-4c91-af5b-232cfa232d8d,Bug
4c8a0c16-9aa2-491d-9ff1-ca1e0614f074,Grass
5cf36c1a-9baa-48da-b03f-610dfa6d83d8,Normal
84c69918-c89c-40bc-9c54-5e4842e7770b,Grass
7cb835fe-51f5-41ea-8d73-49bf9d34a9d1,Fire
bb1da53e-05cb-4092-874e-89f35bc7996e,Water
f2edf680-f074-4e3c-a927-7f281cb2148f,Ground
ab7a0cfa-8c08-4de6-a4d0-43a3ec6c2075,Normal
34f43420-e97a-4f1c-aa01-ed1870804eb5,Water
b0a399df-9f2f-4e88-a639-520d5f0e1575,Water
ddaada9e-c367-4dd4-9e8a-076040d1eee8,Fire
3fc15649-9e21-46cf-bce2-5db13b11b29f,Water
554286bd-1a25-4004-9aed-1574d8e0ba4c,Normal
bf3178dc-4d06-410a-8f69-1ad4a99f414b,Grass
80020554-24a7-4502-9f9f-a8950ca582f8,Normal
74defc03-9b7f-4855-8779-ab97acf62445,Normal
35975d25-6864-4d50-a5f7-ccfef7400950,Water
5fd93559-14e9-4dae-9446-ad8d20b1028a,Water
499f1cfd-dd20-46b7-80f3-cf71ec5a77a5,Fighting
c4dc8f46-f6d9-4cf1-b804-6545b2df287b,Grass
5d4f49b5-832c-4486-9801-f6de0cde82a4,Water
09da3c0f-ccd8-472b-a3f8-9ee13d26d445,Water
5d308bb6-f9fa-4741-b6f1-09a3131a6f4e,Grass
1c7404b7-075a-497e-8529-3f476abf30a4,Grass
d05359f0-1dbe-48af-a6c6-fd5eaa39314b,Water
a169ccd1-ec0f-425e-a5da-cedf899af8c7,Normal
03efe05e-c6ba-4bbc-9462-ad467a3d7408,Normal
5c721be8-7eb3-433e-80d4-dbc6e0b681e3,Grass
9fcf7e46-18a9-4217-91a5-7f72e8a27c4b,Rock
0180f914-baae-4b13-ae34-5e288e861de4,Poison
25b30c3f-f2ac-4371-83d7-2d61640c38e5,Grass
34b0b292-0970-49ea-90d9-042deb17c157,Fire
4aedc8d1-4ef5-4c08-9ac2-8a0e6afa94fc,Normal
5413e3e1-f365-4aec-ba62-b0031b958133,Rock
6fc77c27-c616-4d06-8c05-90237872f3d5,Normal
71b8ab77-6f67-4cd6-96de-d5cbe3c1735c,Grass
85f70c17-f850-4d59-bf7f-ba1c8e501f40,Normal
86e35ad5-62d1-43e3-8046-35943048558d,Water
1e22b0d6-8daa-4c9d-91a2-1954081e5a99,Normal
1cf45331-f005-45a5-812e-a58e960d6840,Rock
fcbcc524-8450-45e3-91c7-297f1e5dc380,Normal
9d7fa10d-836c-4787-b22c-de1241f0ed1e,Fire
d634b203-f52c-48a8-966c-a26c88ebf278,Normal
bd14a570-2824-4fe9-b61e-393e758ee7d9,Fighting
89941533-5d65-43a3-b38f-362d06a6f342,Grass
6387576a-f7cf-43b2-adc0-53d851e9852c,Water
0020aec0-f6b6-4672-b60a-bcfe05d16431,Normal
941bb65e-937e-4eea-aa9c-b561936c3e01,Normal
5be950f8-e726-41b4-8428-e400f69d6fd6,Poison
9b374ff9-7743-4ba0-8386-03cd7ef1edc1,Bug
88bd8656-824e-40e4-acd3-eab1fd08a14e,Normal
1b82ac07-ccea-435a-a8f2-b706bdf37e21,Fighting
1d8d45f8-2768-4b81-9aba-e48678185270,Water
e106f29f-9a02-4de7-9f6e-200bd8e4c769,Water
d57b7313-be95-44a8-a993-df768e9c697e,Water
dc19d6de-8a47-4bf2-af26-ec18154f1b7a,Normal
43aa1769-0fc1-47a9-b6d9-efd05822c8af,Grass
48c7bfce-7f10-4e02-99f6-287a14b86f20,Ground
e2a0709e-5e53-4d64-a1cb-75e827bf530f,Normal
a8b64ac5-8321-49a5-96b5-2caa19a7d3e8,Grass
85f35b7f-4e39-4593-b028-f79e3ec7ad09,Grass
b75992d5-77de-437e-9aed-bd5de1376e27,Fire
22ddac7c-8331-44b5-b4c7-7550108f782e,Water
c5853760-f43e-4133-b096-558300e0a4b6,Water
52c1ac12-ba43-4815-add3-801ffc05c8b6,Water
4b995dd8-79c8-465e-a46e-dcd9bb30e6a5,Poison
3598fffe-193e-4794-9b56-2962d1dc3a5f,Normal
7887bdd5-941e-4b75-9c50-acc0b081deea,Normal
d2ab0173-e82a-4df1-81b6-244ee4c4853f,Water
a96377c5-7e80-4000-b3b8-05b777e83bbb,Normal
16f4beda-bb17-4ff2-b36f-24d43eaa292d,Grass
0cc24fe7-b0e5-447e-981f-62a96267a9b1,Water
9a4ab82e-cb5f-4268-a7df-4e3da0a270dd,Fire
e3eaff44-ca53-4ebb-b58b-27232c2922b3,Normal
b54e9afb-674f-408b-aac3-cec08d440487,Grass
b2d8c7c6-8c54-459c-9014-fc76d80a396b,Water
924fb859-b98b-464b-93f8-264e18d2d0ec,Fire
ccd0fe26-82c9-40fa-badc-335c2aeeb38b,Fire
d2d3aef1-336c-4850-8e68-12c4f5ac32e9,Water
b6923de3-4f68-496e-a2e2-e0bfabcac321,Normal
1e2a8965-fdba-4b40-89d7-2aa69f41bc42,Normal
8aad029e-7200-43f4-b697-ecef12600262,Normal
7e9ee079-ce97-4930-9014-cc0867964456,Water
7b55c9a0-6bf4-4379-985f-bdcf84cfe331,Normal
3afc1536-56d4-42df-8376-85321bea4432,Water
b06ffe9f-897c-46e4-ae36-cfcc0dc80180,Normal
56b09ca1-603e-4245-a40b-db1e9328fafc,Water
e227e085-3b05-404f-bca2-6d57ac7e4209,Normal
874f2a18-dd7f-4f00-bfce-881670f1e474,Fire
63656778-802b-46d2-9b6b-51ca762ee3ad,Bug
7fcc4878-20e0-42cc-86b8-f7b4512e15f6,Grass
c2159d8d-ecb5-43ca-aaae-83a4147f9014,Grass
a82e7761-9f8b-42b7-ab5a-b98a03ffe1ca,Normal
33412b75-32ae-47d4-a100-d2f669b20689,Water
11cf876f-3088-4615-9d4a-de469cb3498d,Grass
42482322-660e-4421-8603-99085c31464f,Normal
6247bf17-8e3b-40fc-9c20-0f62d7f37d8d,Grass
92fd1597-dd30-4a79-bb04-2b6c82d39273,Water
1b5ec723-3856-4735-8ee0-45889017fad7,Water
b0bbf19b-ba9f-48a5-8861-3f6b2fc5fa1a,Normal
4b4a6b60-fd63-48e8-9531-2d45e8446ac5,Normal
22a5e708-5823-4a24-8104-62b5cb5864f9,Normal
cbd2019f-8678-4bc5-a64e-f7bd566edc06,Water
961e8744-d7a7-41aa-b713-f085c103cd68,Normal
01470d4e-218d-4ba9-9a40-c3dc3f7e85c8,Grass
ce0f68d2-3b24-4dd4-a920-33d0c14bc011,Water
be06e186-4581-4517-9c7d-7869cc11a0c6,Normal
8272f5e8-b60f-4f4c-868d-cc5c2593e43e,Poison
65180b9d-f385-472d-ac89-017c77f69ab4,Normal
534c95f2-3c19-4560-94c1-a5b6039d2eee,Grass
660d22a8-d86d-4a27-871f-bf32e8b82c4f,Grass
6f599907-c867-4768-ba2b-983978a014fd,Poison
fa37cc14-7def-44fc-8d13-09d587b1ce24,Normal
0268167e-10e8-46a6-9809-3cb58520404e,Water
18aee686-53c3-48f5-aa9a-64481ead98c1,Water
58e7c930-ebc3-4fd5-a8c3-1a199dfc3e4c,Normal
767d722a-b14e-4dcc-a1c4-a5a250e4b571,Rock
a80e83a9-68f8-40b0-be97-6ced7041dad2,Grass
417934ec-6d0d-4437-a796-11a8fb7217f5,Poison
0cb98c42-e991-4423-8a50-17052ef1ef0d,Normal
70a3d2dc-3e5b-4321-a320-3fc7f029ee6c,Bug
53d7076e-a67e-48d6-a082-8cfa23cbcff1,Normal
c798cb4d-8913-4713-9536-690d1e26eabd,Grass
bd44f95e-07dc-447d-aabf-6b868c7d5908,Normal
960e39d6-c2d0-4bf3-9054-a30f7f269268,Normal
45edf238-36c8-44a2-9e59-9e428948d011,Normal
9bba2904-8410-4fe2-9b2b-31431a36a9e0,Normal
ef9b3242-d48f-4763-9d2e-65b2f209665e,Normal
5975523e-90b0-43cd-afb3-aaf40306da76,Water
447d83d8-7422-48e4-93cb-335b5c3a33a2,Fighting
4fef3dad-9331-4c53-9035-8abed043020a,Normal
17018298-0f91-42be-adf4-5aaaa81da1ce,Bug
81baa83c-eb76-456e-bb82-4ec38237a086,Bug
6b4cb26f-df5a-48cc-96e3-e35c17a99f72,Normal
458c63fa-c86e-4567-86b4-2340a73b38f2,Water
0ac8f7b8-dfd2-4f89-b7cd-454fa1882fa9,Normal
c3b7435a-bb78-41af-a18b-79c7b497d5d1,Grass
c1c268ab-bd44-4538-b1d0-c35f1f923a2e,Water
d75a00b6-74d5-435a-ac52-fdd16c018b04,Grass
9573322f-e1fd-4919-bc64-3df21d1c4dc2,Grass
3ca42156-5a35-4c4c-bbc3-1a6a935cdc27,Bug
651069b8-a39c-4688-b3e3-d55f5fd939ac,Grass
e0239a27-a68f-4dcb-9e80-0cce4d7e3c73,Grass
4b36f85b-545e-48f3-b2e7-456cac93a0ff,Normal
dd79d5a4-438b-4aa0-a893-381fe77605ad,Water
ee7e7441-c280-4d02-a42d-d7bcf7cc4c0b,Water
3edc73f8-119e-4de3-b2c4-61490734a6fa,Water
0cb17e8d-4040-4a67-94e2-6af9a165d30c,Water
3094fca8-f312-464a-8b20-c329ac62aaae,Water
2a61a104-18da-4224-b4cc-f430ba77a4ae,Grass
29722644-d81f-4f6c-a113-9528c45af401,Water
b97b6c75-cc9e-4b00-8c4e-94bd94da67a3,Ground
bb0fd6c3-0d84-4f93-8f60-dade545c4b66,Normal
8b1be1e6-0a09-4701-ae30-06264dc0309a,Poison
ed060f85-bd5f-4201-aa4f-f3d8161febfc,Normal
b6eaa706-5b1a-44e6-aa00-99175e495dcf,Bug
1d5b8f8e-d263-4c6e-a862-edd07104eddb,Normal
4f962e4c-0cda-4cad-a687-1db878736af5,Water
7eaa84f9-b572-4094-8462-5167f0e1af55,Grass
4927ffbe-c613-4820-92ab-1431f41a0d75,Normal
747d1392-c171-4beb-b424-b202040d1f18,Water
04ce5005-7a7c-4379-a198-7985c3f6905c,Normal
37764fc6-9566-4e6c-86d6-b9480f28197f,Normal
080dbf04-dbc2-4bfa-a4fa-f41943aefab9,Ground
5978f7ee-460f-4ff4-8733-fe373e2129e6,Grass
b043ac69-0171-4670-94f0-25817bc4509d,Water
e1f45d65-9ebf-4b7e-a3f1-5a59e32eec3c,Rock
563a049f-9f2d-4af1-8c2e-4af09bc79d77,Ground
674f8284-2ea3-4c5b-871d-fb3641ff6fa7,Ground
9461abe8-0c20-4864-a232-1f39d1b865ea,Bug
86d8caac-605e-48f3-82d1-38d6bcebb556,Normal
3dc8a03a-502a-4763-83be-33498cb761ef,Normal
24817c43-28e8-4e8f-b17c-580e49759874,Normal
8cac25e0-3d03-4d59-ab7e-3ee625b55593,Normal
31a59095-c267-4404-9fb4-a4d6ebc4fafd,Water
adfd27fe-858c-49e9-bcd1-7c41057add44,Poison
b747c255-9d80-448e-9038-29276e38ad87,Normal
4f850e89-01dd-4ea9-ac4c-bec37deadb3a,Water
099b505d-01fb-4a34-85e6-717cf74a4403,Grass
ec7c6328-484c-421a-bf71-1db34419ee18,Fighting
c087a6a2-bf9a-4340-abbf-bb8868faafd5,Normal
d33e16f3-3d1d-4c25-ac00-ef6821daec17,Fire
43cf66af-881a-4f4d-afd5-2a94061d8a06,Normal
4aa0e54a-bad9-4c81-acbe-6dcbefa187c9,Bug
85568f61-4756-410c-bf7d-7517910d854b,Normal
aeb32110-81cb-4afe-aaa0-20f4fa4ed4a8,Ground
f9a3417c-d4bd-4e1b-a50d-1f502163ba21,Water
7c502b84-3487-4bda-ac3b-6913f274e580,Fire
6033c1eb-3377-4bfd-9625-4bfd37a546b8,Poison
005c1fab-6223-40ed-9b27-e64b519a4412,Rock
6cc04d50-6058-4b4b-8f3d-a7a3491b95ee,Fire
43885a1e-2792-4f5a-921c-726c87bd3da4,Normal
08947884-49d3-4ba3-80da-40fe50bfc055,Bug
